altitude,vertical_speed,rate_of_descent,flap_deployment,spoiler_deployment,brake_input,pitch_variability,roll_angle_variability,hard_landing
100,528,484,48,10,26,1.2180937492486463,3.469000962545556,0
2500,398,378,31,14,36,1.4512020471054112,1.3369827567198684,0
2500,672,291,20,19,21,3.523799438522723,3.4649193864181234,0
100,314,321,48,8,28,2.8210160820367105,2.2863505200489684,0
2500,477,515,28,22,38,5.2463229653172005,3.678746916935704,1
2000,435,282,90,47,11,1.4766059849205755,2.216509386980595,0
1500,691,372,82,46,31,3.953836426636048,3.696712908473697,0
100,471,484,34,0,12,3.8942517326641837,5.326618081722909,0
1000,725,164,26,3,5,2.554738613882438,5.704857709988581,1
2000,474,269,86,44,23,2.358095745688661,1.913624455977633,0
100,527,190,5,1,19,5.945859246664176,1.7328345261662017,0
2000,798,401,74,25,4,2.5188478451697045,1.0698998775348725,1
1000,375,542,91,27,29,1.9890346716485805,1.7928498244221704,1
50,235,558,15,5,26,1.4500748379067776,3.5337227881902953,1
1000,714,262,43,39,27,1.5193180154690875,2.4234919877447476,1
50,673,430,1,9,0,1.57818957801967,1.539466410366638,0
100,205,598,6,26,10,4.156465808856753,5.701746021054028,1
100,603,537,78,29,40,1.1677896599796491,2.5773371358859443,1
3000,661,311,30,41,24,3.984541462352175,1.8543715698379533,0
1000,366,322,3,40,23,2.735278361703872,2.7822251402929155,0
1000,683,371,81,35,39,4.92920508551172,4.150405609188631,0
2500,324,266,63,30,31,3.860207581731543,5.252151295156929,0
50,530,503,82,44,8,1.1797660674691155,2.72751841062547,1
50,554,298,47,23,20,5.114555453768168,3.5524618213781016,0
100,665,227,84,2,27,2.5916103434849442,3.0124255711071415,0
3000,508,596,99,27,33,2.3509182884872946,3.0146690525217426,1
50,663,341,51,46,0,3.477323511879522,2.840224429825757,0
1500,509,259,68,18,26,4.225259564967091,1.1205318702547524,0
100,261,158,69,37,40,4.391853215571638,1.592859480818035,0
3000,372,217,45,24,33,5.148566838434275,1.0871834514807661,0
100,759,204,60,31,31,1.5769942205546048,4.642646734888452,1
2500,462,278,79,37,0,4.087850650108821,3.629220476343541,0
500,374,458,96,20,24,3.4002839896586208,3.0536410177462034,0
500,372,434,31,19,16,2.699976475464975,4.941235698988798,0
1500,728,391,73,34,35,4.860426436791263,4.10800375414843,1
1500,782,484,65,48,16,1.30426735677327,3.8507545662589813,1
100,470,285,7,33,35,1.2906905226565253,2.7239830582918425,0
1500,313,441,43,7,28,5.494383690547645,5.7697384628049,0
3000,235,563,87,50,8,3.583604053752869,1.329915598410488,1
100,693,482,58,35,2,5.361913649968155,3.568970032269408,0
1500,797,588,65,12,39,4.039241843878556,1.4081497844768904,1
50,320,554,30,0,38,2.915042005961985,2.829798948207943,1
1500,466,269,65,48,0,2.19955007285912,1.2772362090221148,0
50,682,410,84,32,22,2.6112313363076276,5.864767285570198,0
100,299,244,65,40,32,1.1248603366562118,4.3231242598775586,0
1500,732,247,65,24,19,5.919831737908739,3.1760305635605666,1
50,218,567,82,28,13,4.163750591720717,2.569117933267897,1
2500,603,465,70,23,3,1.3724711231986189,2.655203120469243,0
1500,755,331,61,36,38,3.8481250885445775,2.780541515068272,1
100,421,417,22,38,15,5.489475967306975,1.109888926024479,0
2000,387,317,81,8,15,2.1030386380409505,5.071819374423861,0
3000,709,501,51,23,34,1.737645858957872,1.6779354879284867,1
500,281,536,94,39,38,4.816498648317272,1.7294492213041481,1
2000,345,375,5,30,37,1.6988708853842285,5.573513077313565,0
100,748,547,67,47,26,4.6208359947685445,4.11081166331266,1
3000,625,480,15,26,8,4.2203862948009325,3.827220512675193,0
100,466,225,25,5,18,5.783326314088573,4.466388847173155,0
1000,494,464,84,44,17,3.33090002635182,3.231471873516261,0
1500,746,177,90,2,26,4.617269189735767,2.6684423014982896,1
50,283,322,62,40,24,5.944152564654547,1.2362485134857932,0
1500,389,432,39,28,26,4.9412716163542925,2.2217138242523093,0
1500,621,181,69,7,39,5.55177095932881,3.6807651449622742,0
50,371,317,4,49,0,1.5799935679349337,1.632413887679681,0
1500,334,457,45,28,23,1.3061783880119933,3.6173275529778572,0
500,608,326,78,28,32,3.50606354610059,2.047811694734767,0
50,732,528,20,0,23,5.958852687712825,3.8428610678917225,1
100,496,185,54,2,10,4.2993472843299605,3.572307998993138,0
500,216,583,82,6,4,1.9922960048352947,2.5298171287501483,1
50,657,191,48,39,40,4.717596048862776,3.5515269029323573,0
3000,623,414,100,20,35,3.3417283953500205,5.4388071771574396,0
1000,720,580,56,45,0,3.2906344670430205,1.6407529537149592,1
1500,649,457,82,27,38,2.126072505248223,5.573367113475303,0
50,642,290,49,42,13,5.948176347969822,2.2455385946190427,0
1000,653,434,89,38,40,4.375465391165365,4.0900503167787114,0
1500,534,470,2,16,7,4.653832504536169,2.2500645131080494,0
2000,507,186,20,32,9,4.900700507349862,1.2445511693351876,0
1000,363,554,23,34,7,1.1618861259566096,3.6827395623087176,1
500,392,372,34,3,3,3.0716646005179236,5.922210373010411,0
2000,240,154,18,33,2,4.757124243505563,1.5917358375591038,0
50,435,474,25,44,10,2.43744152874611,5.2432921052465,0
500,491,348,55,34,25,4.956145232521087,1.6618532554683032,0
500,230,192,60,18,27,2.8374610545978483,1.1843294845063488,0
500,423,426,23,26,34,3.2682044828114805,2.731823174927039,0
2000,520,333,16,2,32,2.9892134583657315,1.474125080608732,0
100,374,385,8,25,2,1.833337991397719,3.957814664922205,0
1500,572,306,29,36,27,2.2154774250609806,4.619583642056945,0
500,679,549,36,12,35,3.114367495001332,1.8252217259356853,1
50,748,412,8,42,37,5.320749087080245,2.1096161471009722,1
3000,637,543,67,27,26,2.3659693511704236,2.1797627018329764,1
100,428,560,54,17,26,5.757778857760788,4.0725413169096925,1
3000,571,561,84,30,22,2.569966022715805,1.8687230297338888,1
500,490,236,94,11,36,4.2819842008540965,4.608254174760713,0
50,476,452,95,39,27,1.1840762211361713,2.915981289363706,0
2000,569,559,25,37,7,2.7864840539167477,5.32986784304169,1
500,654,473,86,17,21,1.449478455096013,5.249684736091648,0
2500,583,256,38,10,32,3.7537593597299503,1.7398230297930009,0
2500,254,538,58,30,33,5.313163192455188,2.1270706931710226,1
100,485,405,83,20,6,1.0913858156017828,5.286510769851487,0
3000,626,551,64,31,40,4.029957270639962,5.811885795134817,1
50,213,422,80,42,11,3.868708740433337,5.279678207107395,0
500,380,508,21,9,27,2.4220520640928975,3.6149078014709577,1
100,644,323,22,3,21,5.878168918972207,1.357237727245408,0
500,346,464,41,25,37,1.4603139816825492,2.934855260968421,0
1500,463,557,6,5,11,1.904212097768951,3.8957391478618746,1
100,559,597,94,36,40,1.6451811386975526,3.045181525770085,1
1500,207,155,32,36,29,3.4760102462690114,3.1548025868058094,0
1000,722,189,61,29,11,1.9258905173871745,3.546776136840141,1
100,702,223,0,13,40,5.693298689475247,3.6866716322270197,1
500,499,389,28,30,1,2.7408383065125923,5.979541781705454,0
1000,579,471,18,48,2,5.079117175128583,1.234635982352223,0
50,223,245,81,34,33,5.054692990480831,4.501973353933543,0
3000,481,255,61,15,25,3.3954602894450656,2.148894643509479,0
2500,718,399,17,33,35,5.389485610088968,4.948188916670571,1
1000,438,517,0,19,14,3.590929279406027,5.197689354460985,1
2000,584,305,70,32,3,3.0273610580405537,5.266506147804788,0
500,582,389,50,30,29,1.2327470543395478,2.654371357290469,0
2000,574,223,49,43,3,5.328838180575362,3.4335164339580766,0
3000,794,570,52,12,33,5.458836175331893,2.4244783880868566,1
2500,450,582,94,32,35,2.4368196643008906,3.5312355247086655,1
1000,299,374,11,34,26,4.0041414787843195,1.1695882840586727,0
3000,242,248,72,28,18,5.909036651216732,4.704647923760149,0
2500,561,176,89,47,7,1.647840116360276,4.420364269809097,0
2500,744,429,10,28,5,3.0258514727370214,1.2638322850510204,1
1000,408,289,55,49,28,1.6570318133790098,5.123318743836305,0
1500,477,413,1,12,24,2.118177779300456,3.5605791220798837,0
1000,440,176,21,23,31,4.255161990148309,3.4078001544131618,0
1500,713,368,69,2,23,4.172765222535368,3.640279290687058,1
1000,370,194,18,12,7,1.075532866407545,1.2486355036114647,0
50,539,212,44,35,25,1.9525613573789093,1.2833708329540023,0
1000,381,316,63,28,6,4.519018988117104,2.6418095433568753,0
3000,207,367,80,7,24,3.8231740252207564,3.9890275113426474,0
1500,385,249,55,50,3,3.913899811901712,5.737207544631003,0
500,491,410,16,9,1,4.600305505779989,5.093994560216727,0
2000,502,184,14,25,12,3.976198064682753,3.1969298514776066,0
2500,281,182,52,35,15,4.970743014165897,5.676247507049446,0
2000,281,590,16,14,9,5.4023177206352315,5.606212396022031,1
3000,770,262,40,21,18,1.7504042745496564,2.5809750395664417,1
1000,782,491,59,40,3,1.900607960476289,1.085703714256236,1
50,629,176,23,7,28,3.819125375265358,5.097841102921281,0
2500,338,485,42,14,7,5.215601552300651,4.573737610093939,0
100,313,410,91,43,19,5.83256685173024,1.86929987695151,0
3000,265,241,84,17,16,1.3262588335374683,5.734218693944632,0
1000,338,349,25,31,36,4.17601791993334,2.6459904188262033,0
100,510,252,0,5,34,5.766692564961086,3.395090300204314,0
3000,669,450,85,29,3,3.4463816267065464,2.850328682387865,0
500,537,428,44,13,35,3.214074517781171,2.45964022559599,0
1000,305,453,82,9,26,5.519769523226368,3.2746782231656777,0
50,695,411,75,10,8,4.3302894852463325,1.423353136145983,0
100,772,472,76,37,25,5.315477042772101,1.9599082601567133,1
100,762,357,79,6,37,3.7405976403576875,3.0191448230386886,1
1000,536,294,15,46,0,2.3650323704088256,5.008876388061794,0
3000,447,213,8,25,16,1.9907887753064815,4.347167331067715,0
1500,382,420,67,3,26,2.765364346763121,3.4848377185776243,0
2500,298,590,44,40,40,1.6960547539561297,2.3463997612144993,1
1500,571,406,83,18,22,4.164098210195974,5.218402861056156,0
1000,755,353,25,20,33,1.041878420955292,1.9670887848645564,1
1000,398,252,33,34,6,4.439135322981516,2.0946505725800653,0
1000,246,368,98,4,11,2.5115721055779323,2.70106572311743,0
50,378,408,68,28,5,2.5536537740202476,1.0108229584586461,0
100,361,250,85,37,3,1.4259911898366964,5.905180361633767,0
1000,713,441,30,18,18,3.6349908617519096,2.837947158880059,1
1000,337,482,2,12,22,4.651810472437439,3.223238725421739,0
1000,204,469,34,42,10,5.476780247332121,4.24124544942912,0
1500,539,491,86,37,24,1.928609456396422,5.783639079231887,0
500,413,420,21,10,21,3.525666786771702,4.694091985618811,0
50,464,462,90,45,17,2.6147531033724194,2.043454816886631,0
500,545,187,49,9,25,5.5064656061870485,3.5099407768967836,0
50,691,431,3,24,40,1.8713809417526779,1.1316289694505313,0
3000,544,201,99,23,35,1.2362493600412652,3.7900721630205934,0
50,223,324,35,41,3,1.898291441819818,4.609288511429069,0
3000,755,468,81,41,22,2.378706910831789,5.042296689150834,1
500,650,178,14,21,7,4.563561091577666,5.572991465607858,0
2000,411,181,87,30,15,1.269101501417472,5.065759826492957,0
1500,668,288,13,17,19,2.653717085053727,2.3917152218892,0
2500,424,302,35,47,0,1.3786991586980637,3.641674046213154,0
1000,278,541,40,6,40,2.2497199028296064,5.629316461976667,1
2000,674,345,30,23,0,4.014327192734388,1.7845135123949158,0
2500,429,334,27,35,10,1.6414534128843767,1.0159093441340747,0
50,486,428,97,19,6,2.5474357428685623,4.98953406868729,0
500,773,217,69,41,15,5.1122369908277525,2.5021752197563476,1
1000,481,214,92,8,1,5.778330927223874,2.96238707658267,0
1000,556,329,33,49,2,3.5317068512832908,3.628584742234083,0
100,637,368,21,20,39,3.9989402863456647,2.489782470819498,0
1000,477,497,54,33,21,5.995349798329114,1.8742977687159375,0
1000,268,289,45,28,39,1.685610054780732,3.96329789317314,0
1000,692,156,51,24,20,1.7294231690229398,2.153561182046059,0
3000,540,238,17,40,19,2.0997425677437027,5.163515501993852,0
2000,611,343,35,41,10,4.713953698528212,5.528106086118362,0
100,241,565,18,20,4,5.649278918998144,5.12013178809925,1
100,244,180,65,18,15,3.1197336718731163,4.765728204234685,0
500,574,505,14,12,32,3.1909408222692237,5.5808266808801505,1
2000,759,517,66,40,23,4.284173378799315,2.602907675850252,1
2500,591,379,28,4,6,1.7624745512123603,1.7007661858169683,0
2000,611,379,81,37,24,5.446587267246748,1.4144720703138605,0
2500,388,236,34,17,33,5.830329644823677,3.7106510902665963,0
100,213,185,19,25,4,4.92790496134654,2.1258811517287652,0
50,209,424,39,20,32,1.8724058070736214,2.8754193395660366,0
1000,514,549,41,44,0,3.6930297389131534,4.426773768563838,1
100,770,391,43,5,32,4.213511447731996,5.238329927636597,1
2500,363,301,19,20,7,5.531819181018454,4.509016436970442,0
2500,769,530,100,12,20,5.410962154201209,2.6864197060429102,1
100,360,208,60,15,21,3.2578098099506794,4.765512057274849,0
1500,236,547,49,42,30,3.2765403199236984,5.7624086920364235,1
50,233,473,33,14,6,4.615599895421047,1.7717939574482875,0
3000,648,362,93,43,8,3.0037942434379046,3.248936199088015,0
2500,343,594,21,33,29,4.218751672791322,1.9969847088997992,1
1500,758,292,10,32,27,1.6797244894866656,2.1055752347823242,1
3000,784,467,80,15,27,5.368249236535837,2.739353423097473,1
500,484,165,0,3,22,5.907630976692091,5.602952073746805,0
100,362,224,47,39,17,3.444663839410932,3.91510355421181,0
3000,307,325,48,23,14,1.2640139495452287,5.698296880468187,0
2500,563,561,83,44,11,5.933359641429988,5.84176185861156,1
1500,547,509,8,38,12,5.355236689373815,4.475287008567744,1
3000,428,460,30,13,13,3.699674063832589,1.6031145893636376,0
2000,613,440,70,15,20,4.895162998502213,2.4039331582073538,0
500,614,358,41,21,20,1.2163556080426743,3.588365024332346,0
50,387,315,6,35,2,1.8755265822993046,1.9408083273056134,0
1500,608,435,21,50,37,4.474257625602233,2.4265914023292514,0
1500,380,377,94,5,6,2.1177896783688412,1.4367693865269655,0
2500,303,550,0,48,0,5.338458836237551,3.597662279029767,1
1000,584,505,40,16,35,2.5510202707246763,4.405058139658072,1
1500,363,312,77,18,22,2.5421680709227585,1.3469812781192743,0
100,312,544,0,3,12,2.785648371394108,3.0848607946337983,1
1000,752,269,59,33,17,4.77541841324308,3.1797999201058027,1
100,284,321,38,28,13,2.788299048124602,4.81917208416239,0
2500,386,369,28,32,24,4.122900358458809,5.1518236070150305,0
500,551,457,100,27,12,5.534778986211384,1.9655680029000413,0
500,589,445,70,25,6,2.1897602975154116,1.4190919483970956,0
100,585,234,94,32,22,5.56274780368953,1.0131967107010937,0
2000,746,153,65,30,0,3.1317246133156957,4.355564110230555,1
500,523,407,76,9,38,1.6063083737352977,1.005542773385299,0
1500,473,491,43,14,20,2.547815356293576,5.5560152025735725,0
100,513,169,5,14,17,3.8374327295507324,3.6447050934897454,0
1500,740,409,89,17,25,5.291741490289429,3.614682716814809,1
50,530,234,28,39,35,4.460376052359424,3.846888642825822,0
500,736,387,94,49,28,1.6246059944749822,4.8215471790736215,1
2500,381,205,66,42,21,5.114019104497628,4.323201897456737,0
50,714,412,58,31,9,4.644372093761397,5.458666208737294,1
1500,291,237,76,9,5,4.870378148430767,1.335924377301079,0
2000,329,355,52,48,35,2.034031838015934,4.141893869588758,0
50,418,554,19,36,18,5.562344678384867,3.7274136868126138,1
1500,457,545,28,28,28,2.4516262631717085,4.607782964874071,1
100,214,376,54,31,38,1.8613961765584928,5.683981630779769,0
1000,314,255,12,31,21,4.692480551471583,2.3660821951565536,0
2000,341,503,59,42,23,2.954560609622548,5.803771618498235,1
2000,313,377,86,44,26,3.0598234090803658,1.7526388743030066,0
100,639,380,23,17,12,1.4788623072142617,4.999700506521045,0
50,331,539,66,4,30,4.797131486452521,2.8313261346658365,1
1500,752,232,17,10,39,1.2642067016425753,5.577871618794499,1
100,747,301,34,48,30,4.887366499930578,5.050574237106625,1
2500,619,429,9,35,27,2.3589416208669087,1.712667914220364,0
500,288,326,22,1,23,2.9247181853232638,5.31377046795654,0
2500,264,314,42,38,36,3.93272922655192,1.713387574261427,0
2000,427,310,49,49,15,5.976504583868738,4.212524495662284,0
1500,589,294,97,6,26,2.8864957182263065,2.5845594225223865,0
1000,381,448,31,0,36,4.5108681966843385,1.4270373117978892,0
500,770,545,83,43,28,1.7579865657517826,2.8358342222190887,1
1500,635,467,86,46,18,1.4038289861140303,3.8879994596185385,0
3000,474,410,3,35,1,1.202168050451944,3.1494969728808466,0
1000,604,231,40,18,13,5.946735192888976,3.6502735115744738,0
100,320,425,43,20,34,2.827812915629274,4.39720783590398,0
1000,798,158,61,43,12,2.7760404757012456,5.411835220898891,1
3000,457,429,62,33,13,2.8036763336916732,2.668688103756057,0
1500,639,229,35,49,8,5.762278650620405,1.4756964130531731,0
1000,346,285,21,31,38,2.7755547725270393,5.26506004365117,0
1000,384,545,39,45,18,4.564118783800577,1.1276800617569345,1
3000,589,255,57,37,40,2.9486850231147175,1.9619132502948151,0
1500,715,491,79,32,14,1.2988471180651069,3.9330474348017583,1
1000,275,462,76,33,2,1.3366651112713925,1.6091476140697627,0
100,515,434,26,6,36,2.773254921290265,5.11459857571505,0
3000,719,399,87,41,8,1.5648995250793565,2.334391290932304,1
3000,563,471,76,39,10,3.4889160726336006,3.352914074858965,0
1500,761,412,65,5,12,5.565054688946788,1.395919457262703,1
1500,679,307,8,15,1,1.1428246859190256,1.9798106187122095,0
1000,550,220,72,21,20,3.8611541986056044,5.439538574901592,0
1500,797,412,40,27,3,5.201160483821323,1.0954613063264753,1
50,493,226,23,10,20,3.058992096206893,4.685739836551131,0
500,580,558,70,20,4,5.031063184530195,4.859692495801219,1
50,567,552,92,43,32,4.681394783646466,4.9488447499643105,1
2000,720,150,29,23,24,1.8835065062825982,4.1190003427734565,1
50,249,338,19,12,6,3.7963583283195144,1.9100507312965682,0
500,485,446,37,2,32,3.5171099546048357,1.4168880315388694,0
1500,312,351,6,43,9,5.073568108254074,3.7851536994755066,0
500,616,412,10,32,40,1.8475923604496916,5.674425108236603,0
2000,361,348,54,29,38,2.9921603728217474,2.073558052677811,0
1500,773,564,0,44,15,4.124075414442892,2.076555857780832,1
1500,248,290,55,39,21,1.740086542583414,3.24819519851044,0
2500,600,383,74,38,23,4.965273941750429,3.1828098154429423,0
2000,492,263,36,6,29,2.669584853370232,4.660513558825955,0
100,603,567,18,11,31,1.8548095955742436,3.1376441523107195,1
1000,553,579,4,15,32,4.829940911492398,1.5239600624520124,1
50,589,162,60,26,2,4.911597792592881,4.9650862285383495,0
500,548,198,86,22,34,4.099807506610393,3.7379778316224934,0
50,601,368,48,37,1,3.1251897245602707,5.330472084849673,0
50,355,571,64,41,16,1.445682279314239,2.7346302454696656,1
2000,472,529,5,27,19,5.247762777957219,1.2237627228994588,1
1000,487,498,47,48,23,1.2193383719747115,3.0134938404652307,0
2000,296,595,36,30,37,3.7511621254658936,1.7400994276651374,1
100,305,186,43,31,23,3.101657620707308,2.33949589958686,0
50,432,426,63,22,24,5.103279983062723,5.897868923366859,0
3000,663,435,66,32,23,2.0478574242979075,2.253650305843776,0
100,554,464,84,13,33,2.748436390388124,5.587571798622232,0
1000,345,576,97,45,21,4.592825877758077,1.9927933973064995,1
2500,246,181,39,10,40,5.32614273900948,2.618489011084826,0
1000,385,591,22,32,30,2.7677627742270996,2.995650090118553,1
100,508,437,50,31,38,1.1499430882203763,3.8653695721038073,0
3000,268,211,49,4,35,3.6810369368024896,2.655893878056242,0
500,200,510,5,1,28,3.0746464220199012,1.466997251984077,1
500,625,260,61,0,2,3.0689638707325035,3.9856937057443558,0
2500,336,189,99,11,4,2.904403684879422,5.533218633333944,0
1500,331,272,80,31,20,1.855063739794315,5.2561603531279735,0
50,350,477,45,41,29,4.2501374318270315,4.025233111650794,0
1000,317,239,27,16,19,4.650756268126411,5.621932396682325,0
50,309,398,33,42,32,3.7799621987815284,5.929676895311205,0
1000,649,275,73,50,7,5.870710277324331,3.610335737027451,0
1500,397,397,78,8,0,2.9703818148361356,4.371632238730738,0
50,506,595,10,35,2,3.301366721852654,2.4083805450479763,1
1000,650,488,75,42,16,2.8541629767501937,5.254998382446436,0
1000,339,513,63,17,25,5.764078024184753,2.3545265315666195,1
500,723,415,5,13,10,2.7317075914221998,5.07996236363489,1
100,233,220,37,32,3,1.024953498157818,1.7798816655407133,0
1500,626,291,21,41,2,5.984766802324179,1.909085203325077,0
50,211,181,9,12,33,2.5791919462250674,3.5987506519434067,0
500,511,204,91,30,38,4.058910288936702,3.9840241105434444,0
2000,432,337,84,45,18,1.0571720329397558,4.300159716472485,0
2000,274,451,82,4,34,2.6767921143341886,2.441484054997964,0
100,431,287,35,2,25,1.0584351748236733,5.8635426238028385,0
50,587,528,11,44,7,5.399332367626192,1.4779409632378162,1
1500,371,285,6,28,17,2.0693567539989717,1.2910630503086276,0
500,512,490,61,6,35,1.716495270139833,2.396073774963145,0
1000,681,458,95,35,0,3.7568534288507776,2.8822779595012578,0
2000,714,569,56,4,22,2.1785829982702407,1.9282972883830203,1
50,603,310,28,49,24,4.109444269389675,5.124664151016731,0
1000,275,351,95,14,4,2.6240712563084045,4.519627981398665,0
3000,615,582,18,19,40,5.029666686624392,1.558038897359595,1
3000,587,372,77,11,22,2.4407329940126163,5.670286840878401,0
1000,485,521,69,5,0,5.231024875191695,3.955156867885034,1
3000,487,549,45,14,17,2.208076090984722,1.4643322065515787,1
500,712,478,3,25,23,3.422750667019649,2.8829001410916772,1
100,224,226,74,17,19,5.944998316339542,5.433747087613885,0
1500,470,329,33,50,23,2.5896429644801664,5.8242248672157375,0
1000,583,226,99,20,14,1.6328417526569718,1.1812764386566357,0
50,644,591,90,42,16,4.630747414831422,1.507568888880408,1
1500,455,336,99,31,10,5.389956660591156,2.297452957209915,0
1500,615,204,42,17,16,4.857955287291908,4.329481037245494,0
1500,230,230,58,40,32,5.7041208758931665,2.4615647413328947,0
500,688,206,67,48,4,5.151536686469836,5.649406266392483,0
2000,439,396,52,42,33,1.861661557872329,3.6532408112088923,0
1500,614,510,80,47,34,5.729335881657872,4.536160643310284,1
2000,363,207,80,19,11,1.8910939591885407,3.3451189324040698,0
100,301,505,58,23,1,1.481481738869725,5.379036591618756,1
50,423,225,63,34,22,2.851313884431764,2.1212328064352333,0
500,560,398,87,48,4,4.481347735118366,3.658505488724947,0
3000,710,494,14,26,32,5.524013911737558,3.759379088521667,1
3000,574,326,22,8,30,1.4040682859204825,1.8999627668380716,0
50,201,189,72,17,24,3.898028649115652,2.408793968875922,0
3000,360,376,99,22,40,4.85303755424736,2.937912067944534,0
2000,507,564,43,39,8,1.2666886828998756,3.961663025592137,1
50,452,567,85,40,26,5.324416194493745,2.0454309942167077,1
100,711,481,7,1,33,3.321739070965985,2.2040464627634293,1
2000,656,410,12,24,24,3.8617601310828094,1.1074229686901456,0
100,343,191,35,22,16,1.7107045166784143,3.256234306606127,0
1000,738,542,55,10,33,1.8898105405824381,2.7889977842420848,1
3000,347,508,1,3,15,5.993895038480321,1.353689525477734,1
2500,624,410,59,33,15,1.653870338646671,5.0039375994473065,0
50,761,345,11,24,26,5.365564861575504,3.8812359011836652,1
500,793,474,39,11,23,4.897926181728075,2.0767981813586696,1
3000,436,517,53,0,33,5.151085592458999,3.387227525557996,1
500,350,572,100,26,18,3.7310772630556155,2.7038555393606867,1
50,688,308,55,48,15,5.632221208097299,4.3733695790448595,0
100,306,405,24,22,39,3.4019237810388243,5.087182823591528,0
1500,339,521,8,35,8,1.5502793142285145,1.018775979063848,1
1000,703,392,68,0,5,4.154188992174644,5.368524928913904,1
2000,665,407,38,13,40,3.3456345719391365,1.8641098449001943,0
50,551,284,36,28,0,3.5604280491613682,2.9776997234829645,0
2500,659,186,55,7,36,1.0593837965453399,1.1780688177600203,0
500,600,274,5,13,29,3.41256242173632,1.4136287261677603,0
1000,675,328,58,1,37,3.7823660311832614,3.7844642178856915,0
100,619,374,5,22,32,3.114908472766733,3.9037395509880737,0
1500,689,183,22,45,1,4.107814712254788,4.88635560140988,0
3000,528,298,31,37,39,5.588661704491569,3.0396468280833386,0
2000,318,253,42,17,37,1.917267863894355,4.953666920657609,0
3000,491,238,71,47,30,2.294078974528036,4.678662206685551,0
3000,326,432,21,22,17,2.134097605407354,2.1736509471612218,0
1500,439,261,73,35,36,5.98383618061362,4.939963834153364,0
1500,589,256,9,27,27,3.2845439780408534,4.09156343954283,0
500,672,402,74,18,0,5.218191527049181,2.437335322383864,0
2000,601,438,98,3,5,4.74052413241418,1.0727198367505388,0
3000,317,298,19,27,9,3.309258687960616,1.8188481207098974,0
2500,552,267,33,0,33,4.012992494757314,5.402310831740492,0
500,424,184,64,31,30,3.5993749547462293,5.002214185849015,0
50,404,403,4,43,1,2.8408816940240054,1.956849730501626,0
50,281,291,84,12,6,4.851752008449667,4.781427736836971,0
2500,383,437,54,47,27,2.251357026813854,1.6980720589861966,0
1500,513,347,41,6,9,5.554374476266173,3.2045378542426364,0
2000,728,316,96,17,13,5.81848777923661,4.904871151194028,1
2500,609,207,82,44,4,5.947691105935877,5.650965707303733,0
1500,281,335,35,44,38,5.5556727979836324,4.528572512854183,0
500,668,518,63,37,17,5.303012594651758,2.059539984042775,1
1000,760,244,89,29,32,1.5038443455845265,1.0385530820270286,1
100,681,256,79,34,3,3.297273222320702,1.9692005890347626,0
500,612,311,26,37,30,3.1868718508033016,4.333542030391094,0
100,722,261,68,34,13,3.6151251506662874,5.776031654184431,1
100,708,298,25,37,28,2.788344066264356,2.8772410784214877,1
100,242,554,55,32,8,3.087731975305136,3.9341175005414035,1
2000,439,596,54,30,2,5.711669910544355,4.919207190935557,1
2000,480,267,44,19,0,2.7240895444248867,4.943707469846544,0
1000,498,590,16,28,34,1.3241194546975368,5.34428486755622,1
2500,798,443,62,1,34,2.717911327892034,3.153632407640971,1
100,372,325,20,7,8,3.9915956606722416,1.1497119677977299,0
500,482,395,68,50,26,1.4950093528749366,1.0983218290203591,0
1000,480,359,76,12,12,1.5235154564953288,5.181910581179551,0
1500,566,594,57,45,35,5.516783575725789,4.048152431970079,1
3000,660,231,100,50,27,1.1578783501877261,5.359359761150103,0
50,233,419,8,4,39,5.941619507104253,3.828159794120319,0
500,313,405,87,13,14,1.3237765940039266,2.619188346037453,0
100,557,441,54,43,35,5.01295978417948,5.5310829641637875,0
100,440,588,24,35,8,5.728935251902458,1.7026482276124684,1
1000,688,250,63,46,34,2.3787062468691214,2.9482780011507757,0
500,488,279,23,0,29,5.711412381038782,2.7846343247685126,0
100,710,586,77,12,26,3.4183478974444745,3.913876002719196,1
50,418,538,9,14,9,3.750309083054456,3.687291728834511,1
2500,537,508,61,42,2,5.193448154034906,2.6028174922170497,1
100,395,283,41,4,27,1.183570019544721,5.3530360290777175,0
50,609,344,12,8,37,4.316319718798898,2.1043502666275113,0
100,488,569,73,35,10,2.0267925267545177,5.7843166551500635,1
100,330,521,95,2,16,3.010972063217932,5.022772000448971,1
100,440,569,7,43,28,5.665187652629633,4.487291395699726,1
2000,296,443,40,28,5,1.5524634491685598,5.612139716101536,0
2500,202,571,51,43,28,1.4630766974184986,4.773785710561067,1
500,478,424,48,2,33,3.428189138686378,2.4178971964582407,0
2500,654,458,15,43,34,1.128699859956161,2.851684448928987,0
1000,383,525,41,15,18,1.0615581038489825,1.157344366091463,1
1500,659,487,95,36,39,3.8823262250577426,3.431936904826328,0
3000,372,435,15,30,0,1.3739013581352613,5.195932108899752,0
3000,277,208,82,13,7,5.356852347216959,2.602161021334717,0
50,717,150,77,48,40,1.111504470571961,3.5518289391043645,1
500,709,454,66,46,11,3.5435669927843465,5.442443020741559,1
100,673,460,50,10,16,1.2265475827904506,1.8413849118299788,0
50,610,520,1,41,3,2.7381468374123026,5.428655582382272,1
2500,604,150,82,48,28,5.696142551946685,5.352372241442688,0
2000,506,390,55,7,39,3.773155027307219,2.816517362823963,0
